record_id,point_id,observed_at,effective_at,updated_at,laeq,l10,l50,l90,lmin,lmax,fs,shidu,qw,sd,yl,qy
F5B68C4A-BCA3-461B-9302-3B0CA8B15995,310104330002,2022-02-24T00:00:00+08:00,2025-07-14T08:04:33+08:00,2025-07-14T08:04:33+08:00,58.1221,59.4372,57.8032,56.9172,53.3,71.3,0.889,43.0284,6.4055,1.434,0.0,1031.6888
C7769D48-4993-4750-ACE2-4E76EC62CF14,310104330002,2022-02-25T00:00:00+08:00,2025-07-14T08:04:02+08:00,2025-07-14T08:04:02+08:00,58.9267,60.2603,58.5834,57.5278,53.1,81.3,1.4229,50.9344,8.3282,1.5918,0.0,1026.894
D317160D-56BB-4E45-85B5-872A3F012D9B,310104320001,2022-02-26T00:00:00+08:00,2025-07-14T08:04:12+08:00,2025-07-14T08:04:12+08:00,53.414,56.2634,52.0938,49.3072,42.9,81.8,0.5559,42.7125,13.5884,2.8507,0.0,1021.127
F9978942-1C66-459B-885A-4C729C32AFEA,310104340004,2022-02-26T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,51.4474,52.6998,51.1782,50.2138,44.6,66.9,0.8792,64.3592,7.788,2.4104,0.0,1023.2551
D18FE6B7-283F-4829-A5A5-9302D2000F57,310104330002,2022-02-27T00:00:00+08:00,2025-07-14T08:04:11+08:00,2025-07-14T08:04:11+08:00,58.2675,59.8465,57.8712,56.7237,52.9,74.9,1.162,47.5234,11.5527,1.4283,0.0,1022.2201
BFA9FBDD-A557-4836-8755-2BA326833C8D,310104340004,2022-02-27T00:00:00+08:00,2025-07-14T08:03:55+08:00,2025-07-14T08:03:55+08:00,50.9209,52.4054,50.5022,49.6053,42.3,66.6,1.2888,52.5755,8.3814,1.659,0.0,1023.117
D56EB2C8-354F-4069-B83E-F4C1D75FE23B,310104320001,2022-03-01T00:00:00+08:00,2025-07-14T08:04:13+08:00,2025-07-14T08:04:13+08:00,47.3053,50.9362,45.2772,43.0713,39.2,68.1,0.5938,70.3749,12.6271,3.2496,0.09,1016.5778
D0F9D8EA-310A-4024-AA40-8656A69FE19C,310104330002,2022-03-01T00:00:00+08:00,2025-07-14T08:04:11+08:00,2025-07-14T08:04:11+08:00,59.7405,63.3886,58.2181,53.891,52.4,79.7,1.0246,70.308,12.5689,4.7925,0.0183,1016.248
DF2A3CD5-9B7C-4D58-8D42-B33CF5F53C10,310104320001,2022-03-02T00:00:00+08:00,2025-07-14T08:04:20+08:00,2025-07-14T08:04:20+08:00,52.7481,55.192,51.8731,49.8225,43.1,74.3,0.7016,38.5787,12.506,2.8631,0.0,1020.7947
BBF21AA2-3977-4839-852D-54E7808CFA75,310104340004,2022-03-02T00:00:00+08:00,2025-07-14T08:03:52+08:00,2025-07-14T08:03:52+08:00,54.0519,55.7348,53.5573,52.5998,47.5,74.5,1.0221,39.6794,12.3457,0.8447,0.0,1021.2302
EBC63330-537C-44C0-88B2-9AAB7224585E,310104330002,2022-03-03T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,58.9846,60.5034,58.5293,57.4246,53.0,77.9,1.464,51.2543,14.1775,1.6015,0.0,1016.5138
FDCFE131-BE9E-4F46-BDF7-D089088019AD,310104330002,2022-03-04T00:00:00+08:00,2025-07-14T08:04:38+08:00,2025-07-14T08:04:38+08:00,54.6339,55.6214,54.3718,53.877,52.5,69.2,0.6541,69.9686,11.6732,0.5077,0.035,1013.7525
CC25AFAC-F897-4D86-8EE6-6D5B51A10C87,310104340004,2022-03-04T00:00:00+08:00,2025-07-14T08:04:05+08:00,2025-07-14T08:04:05+08:00,51.74,52.9271,51.5025,50.4576,46.4,75.2,0.6803,68.696,11.99,0.2715,0.0117,1014.7697
DD0EEB4B-4C67-46AB-A9AD-D8E03B2A4441,310104320001,2022-03-05T00:00:00+08:00,2025-07-14T08:04:19+08:00,2025-07-14T08:04:19+08:00,48.5496,51.1834,47.3766,45.9398,41.4,65.2,0.6029,73.7995,11.1934,2.3082,0.0,1016.239
B1F9487D-85A5-4DCD-A861-E1EC4C89CF6B,310104330002,2022-03-06T00:00:00+08:00,2025-07-14T08:03:46+08:00,2025-07-14T08:03:46+08:00,57.3642,58.8819,56.9182,55.8423,51.7,75.4,0.819,40.4501,9.8366,1.6208,0.0,1022.4095
B9D9AFC4-3C26-4201-9358-E91050010530,310104340004,2022-03-06T00:00:00+08:00,2025-07-14T08:03:51+08:00,2025-07-14T08:03:51+08:00,52.8628,54.3894,52.5048,51.3811,44.7,69.7,1.3253,39.1674,9.6002,0.5591,0.0,1023.3465
EA64F7A2-1EF7-4CF5-832B-3ED8E3540888,310104320001,2022-03-08T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,50.5771,54.5638,48.4564,44.3706,41.1,72.1,0.3481,61.5336,9.2125,4.8081,0.0,1018.9628
E90D472C-2DE5-49C8-93E3-D87496EF089F,310104340004,2022-03-09T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,51.0543,52.5851,50.7431,49.574,43.6,65.2,0.9215,58.1073,10.8335,1.6978,0.0,1018.6638
C0958249-08E0-4978-8EA8-1212408C0B40,310104320001,2022-03-10T00:00:00+08:00,2025-07-14T08:03:55+08:00,2025-07-14T08:03:55+08:00,46.5763,48.3204,46.0572,44.984,40.8,67.1,1.0118,61.7997,13.0421,1.3772,0.0,1015.8568
EC5284D4-5011-408E-9440-0A007763EC5F,310104330002,2022-03-10T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,55.0422,56.1113,54.7678,54.0819,52.5,74.1,1.5613,65.3544,12.5464,0.6158,0.0,1015.6158
D74443FC-239E-4EA7-B3AE-6DF6CE3C5213,310104340004,2022-03-10T00:00:00+08:00,2025-07-14T08:04:15+08:00,2025-07-14T08:04:15+08:00,53.8352,55.3787,53.4541,52.4456,47.3,69.8,1.3916,54.7018,17.7433,1.0658,0.0,1015.1594
F7C0E41D-24A7-4D84-9D20-4EACB63BE297,310104320001,2022-03-11T00:00:00+08:00,2025-07-14T08:04:35+08:00,2025-07-14T08:04:35+08:00,45.7513,48.1517,44.748,43.1493,39.8,66.4,0.3071,72.5272,15.0722,2.4028,0.0,1013.317
E7C8C561-0EE2-4B13-80E7-49D7A3A0F301,310104330002,2022-03-11T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,56.4594,59.0725,55.4189,54.1952,52.9,74.7,0.393,73.62,14.7042,2.244,0.0,1012.6088
E7C66D90-3DB6-4C35-AE33-76B60179A511,310104340004,2022-03-11T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,51.3539,53.3901,50.7375,49.4731,44.2,68.3,0.8969,49.8164,21.0943,1.7618,0.0,1014.1338
ED632780-24B1-4123-8A72-567C4FDDFC62,310104320001,2022-03-12T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,45.2232,47.7224,44.2779,42.5289,38.9,64.0,0.5273,77.3676,16.1082,2.743,0.0,1013.105
EE4AF602-680A-4045-B646-2E94B76C02B4,310104320001,2022-03-13T00:00:00+08:00,2025-07-14T08:04:29+08:00,2025-07-14T08:04:29+08:00,45.6316,48.5237,44.4038,42.4787,39.9,66.4,0.9688,68.3435,18.5245,2.8049,0.0,1009.1825
BEF40D47-4B82-4DCC-A24D-32630A22B979,310104320001,2022-03-14T00:00:00+08:00,2025-07-14T08:03:54+08:00,2025-07-14T08:03:54+08:00,44.658,46.8746,43.9564,42.4839,39.1,57.5,0.6048,71.6392,15.8717,2.3813,0.0,1011.8325
BAAF6316-C0E4-44D3-9E17-8C09E9E1DD23,310104330002,2022-03-14T00:00:00+08:00,2025-07-14T08:03:52+08:00,2025-07-14T08:03:52+08:00,58.0918,61.4521,56.5329,53.8333,51.3,76.4,0.5458,72.6639,15.3381,4.0236,0.0,1011.5896
B311CB81-D64A-47D8-BF11-262A5FBFED2C,310104320001,2022-03-15T00:00:00+08:00,2025-07-14T08:03:47+08:00,2025-07-14T08:03:47+08:00,55.3889,57.6787,54.7763,52.2015,41.9,76.4,1.1681,45.7708,17.0103,4.7137,0.0,1012.4623
BA27D434-BC4B-475F-BE72-08E63543609C,310104340004,2022-03-15T00:00:00+08:00,2025-07-14T08:03:51+08:00,2025-07-14T08:03:51+08:00,50.634,52.3872,50.1988,48.8292,43.6,71.4,1.1294,46.0253,17.3156,1.1075,0.0,1013.1407
BCC9B401-1480-4878-8D2A-3EEFBB9DE4A2,310104330002,2022-03-17T00:00:00+08:00,2025-07-14T08:03:53+08:00,2025-07-14T08:03:53+08:00,55.0514,56.484,54.5641,53.7724,51.8,68.7,1.489,80.058,13.4139,0.5864,0.1067,1005.8688
CD75A759-6D68-4A9E-81BD-02ADB44261CE,310104320001,2022-03-18T00:00:00+08:00,2025-07-14T08:04:06+08:00,2025-07-14T08:04:06+08:00,55.2099,58.5926,53.7,50.9471,43.6,72.5,0.6051,69.3544,9.7046,4.1951,0.0,1012.0653
DF6F5DF6-C6C0-4959-AD3B-3FEF105EC84F,310104330002,2022-03-19T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,56.0962,57.5787,55.7068,54.754,50.8,70.1,1.4079,62.8366,10.4914,1.4459,0.0,1014.1474
F29BA262-9BFA-4CC3-9C39-3ED3A7D7E52F,310104340004,2022-03-19T00:00:00+08:00,2025-07-14T08:04:32+08:00,2025-07-14T08:04:32+08:00,50.3903,51.3485,50.2046,49.4326,45.9,66.3,1.0584,66.0215,10.1955,1.1995,0.0,1013.0091
DB16CA1F-3BAC-4A34-B669-8A012D3B1954,310104330002,2022-03-20T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,53.3501,54.084,53.1887,52.7106,51.0,68.8,0.7552,62.5838,7.7872,0.2905,0.0,1017.0992
CA596060-327B-4B6F-B15C-4A7709F3F873,310104340004,2022-03-20T00:00:00+08:00,2025-07-14T08:04:04+08:00,2025-07-14T08:04:04+08:00,50.6895,51.5553,50.5245,49.7927,46.4,65.2,1.0992,61.896,7.7807,0.9368,0.0,1018.1305
D4E75B07-67FC-402E-A174-039A3E8234E6,310104320001,2022-03-21T00:00:00+08:00,2025-07-14T08:04:13+08:00,2025-07-14T08:04:13+08:00,53.7489,56.0332,52.9666,51.5013,47.1,70.7,1.5143,82.4342,8.2073,0.9584,0.0833,1019.8824
F79A623B-EE83-42E3-90E3-DF9DE0B96C0F,310104330002,2022-03-22T00:00:00+08:00,2025-07-14T08:04:35+08:00,2025-07-14T08:04:35+08:00,56.5903,57.7723,56.2487,55.5309,52.1,77.4,1.3864,58.8173,9.6377,1.6321,0.0,1021.499
D59B8CDB-AAA4-47EC-A129-DC253E4F7EC1,310104340004,2022-03-22T00:00:00+08:00,2025-07-14T08:04:13+08:00,2025-07-14T08:04:13+08:00,54.0857,55.045,53.8066,53.1574,49.6,72.4,1.4875,57.1983,9.7303,0.9158,0.0,1022.5488
FB8A491B-4085-40B3-BE3D-D2878B26D40B,310104330002,2022-03-23T00:00:00+08:00,2025-07-14T08:04:37+08:00,2025-07-14T08:04:37+08:00,56.5559,57.8861,56.166,55.2668,52.2,78.8,0.9034,43.0296,12.0778,1.2031,0.0,1018.5686
B10C6996-F84A-4FA3-8106-BCCA3807759C,310104320001,2022-03-24T00:00:00+08:00,2025-07-14T08:03:46+08:00,2025-07-14T08:03:46+08:00,50.7774,52.0221,50.477,49.6732,44.6,66.6,0.708,64.2351,9.3238,1.221,0.0,1016.313
D6362EFE-D960-409C-AFB7-05F14017C2A6,310104330002,2022-03-24T00:00:00+08:00,2025-07-14T08:04:15+08:00,2025-07-14T08:04:15+08:00,56.2867,57.6995,55.8822,55.0393,52.4,69.9,1.0114,65.3688,9.4781,0.6774,0.0,1016.1001
CCBA768A-0A15-4DE0-A4EF-5282CBC9D33E,310104320001,2022-03-26T00:00:00+08:00,2025-07-14T08:04:06+08:00,2025-07-14T08:04:06+08:00,53.7902,55.9642,53.1248,51.0938,40.8,74.1,0.8039,49.3663,15.2413,3.6555,0.0,1014.0481
E91D174A-31BF-43BA-9D67-0A125DBA4944,310104330002,2022-03-26T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,54.756,56.5426,54.1736,52.947,51.0,77.1,1.2588,63.4328,14.5205,2.1136,0.0,1009.5206
CBF7E2A9-273E-410A-A4FE-40705041A017,310104320001,2022-03-27T00:00:00+08:00,2025-07-14T08:04:05+08:00,2025-07-14T08:04:05+08:00,49.109,52.051,47.8118,46.0122,41.8,72.3,0.5318,48.8952,12.2134,3.0902,0.0,1018.4448
DF6805B2-1F6D-4E91-B391-844C200471FE,310104330002,2022-03-27T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,56.9545,58.0573,56.3428,55.4861,51.3,88.5,1.08,38.3694,15.5965,1.7073,0.0,1018.7547
EB5C565C-8A44-4C5A-8C06-F1598DAC7ED9,310104330002,2022-03-28T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,53.8036,55.0158,53.446,52.8798,51.4,69.3,0.9823,61.607,10.1598,0.464,0.0,1022.6996
FFAE0DCA-0A2A-4B2F-81DD-EA7DE7C7882A,310104340004,2022-03-28T00:00:00+08:00,2025-07-14T08:04:40+08:00,2025-07-14T08:04:40+08:00,50.6306,52.5263,50.0711,48.834,42.7,72.4,1.304,44.1299,12.4476,0.9636,0.0,1024.431
EE63A052-5457-4AA6-892D-BC17428128E8,310104320001,2022-03-29T00:00:00+08:00,2025-07-14T08:04:29+08:00,2025-07-14T08:04:29+08:00,48.3996,49.7127,48.118,47.1657,42.2,66.3,0.6095,63.1937,9.9841,1.5048,0.0,1021.5536
FDA4AFFB-1441-46F0-B670-D999233A9A5B,310104330002,2022-03-29T00:00:00+08:00,2025-07-14T08:04:38+08:00,2025-07-14T08:04:38+08:00,57.2557,58.7241,56.7554,55.7016,52.0,85.9,1.466,45.8795,15.2671,1.5955,0.0,1019.2995
C847A763-E961-49CD-9613-2542CE4327BA,310104320001,2022-03-30T00:00:00+08:00,2025-07-14T08:04:02+08:00,2025-07-14T08:04:02+08:00,46.6656,48.5477,46.1151,44.8273,40.2,62.9,0.8938,74.5665,14.074,2.5449,0.0,1017.5023
C3FED30F-67D6-4F1B-B6D9-8F753BE49C12,310104340004,2022-03-30T00:00:00+08:00,2025-07-14T08:03:58+08:00,2025-07-14T08:03:58+08:00,46.6497,47.8825,46.321,45.3807,39.9,64.4,1.2264,73.9504,14.3042,1.6109,0.0,1018.2304
BA861761-DBBD-4943-A290-E22510D4A379,310104330002,2022-03-31T00:00:00+08:00,2025-07-14T08:03:52+08:00,2025-07-14T08:03:52+08:00,56.4319,58.0286,55.873,55.008,50.9,77.9,1.8513,60.9351,12.4807,1.9616,0.0733,1025.7184
F93366A1-13DB-42D6-A808-584ED43179E4,310104320001,2022-04-01T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,49.0123,50.5326,48.461,47.377,41.9,68.1,0.8076,52.0737,8.8288,1.1312,0.0,1029.2983
D82A929A-5C5C-4B4C-97B5-98644E807D84,310104340004,2022-04-01T00:00:00+08:00,2025-07-14T08:04:16+08:00,2025-07-14T08:04:16+08:00,49.3448,51.6006,48.5118,47.3134,41.8,66.2,1.6658,40.5705,12.0304,1.3075,0.0,1030.405
F1AABF08-43ED-4469-87FA-28720678DA93,310104320001,2022-04-02T00:00:00+08:00,2025-07-14T08:04:31+08:00,2025-07-14T08:04:31+08:00,48.9373,50.6722,48.4644,47.2989,43.2,66.4,0.4755,63.632,8.0809,2.279,0.0,1028.4131
E3B115C4-EB7A-4BA2-A3FA-768C5F168F76,310104330002,2022-04-02T00:00:00+08:00,2025-07-14T08:04:22+08:00,2025-07-14T08:04:22+08:00,54.6828,56.2102,54.1043,53.5971,50.2,74.3,0.8586,39.0553,12.763,1.9301,0.0,1027.2274
E4275053-3BD7-44D9-946C-A8397D034E24,310104340004,2022-04-02T00:00:00+08:00,2025-07-14T08:04:22+08:00,2025-07-14T08:04:22+08:00,48.7573,50.4468,48.2627,47.1039,37.4,65.6,1.2127,38.0125,12.8611,2.2753,0.0,1028.0712
FC11AE6C-EC5C-4DB7-B032-C2FCA0C84417,310104320001,2022-04-03T00:00:00+08:00,2025-07-14T08:04:37+08:00,2025-07-14T08:04:37+08:00,50.3668,52.9608,49.6037,47.3559,42.3,72.6,0.4307,60.4327,8.5537,3.0527,0.0,1027.5922
C4778B53-2D9E-4E7E-B869-01AB28B87E94,310104330002,2022-04-03T00:00:00+08:00,2025-07-14T08:03:59+08:00,2025-07-14T08:03:59+08:00,53.1323,54.2327,52.8275,52.3399,51.3,74.4,0.4454,60.0749,8.8646,0.879,0.0,1027.1853
B3FD3D4A-CE28-4EA2-B8E3-FEA25F47A65F,310104320001,2022-04-06T00:00:00+08:00,2025-07-14T08:03:47+08:00,2025-07-14T08:03:47+08:00,48.6324,52.0465,46.5461,44.2096,38.1,73.7,0.6768,40.4555,20.2533,3.3824,0.0,1019.0899
EAB280AE-B122-4933-A369-3C7935AD1A0F,310104330002,2022-04-06T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,55.2214,57.2466,54.6644,53.2297,51.4,77.1,0.3406,74.6467,12.1024,2.551,0.0,1018.7024
BACFBD87-5DEB-461E-AF31-65093C50FD22,310104330002,2022-04-07T00:00:00+08:00,2025-07-14T08:03:52+08:00,2025-07-14T08:03:52+08:00,57.6911,61.6098,55.3587,52.7134,51.1,77.6,0.3303,70.0932,14.9725,4.2352,0.0,1017.4173
F43201EC-DD2A-41F8-8161-E065DF52C5FD,310104320001,2022-04-08T00:00:00+08:00,2025-07-14T08:04:32+08:00,2025-07-14T08:04:32+08:00,50.2968,54.4977,47.1689,43.8512,38.3,70.6,1.164,32.2142,22.7862,4.3757,0.0,1016.1358
B246BD2A-FFD7-4CAA-AB0B-34025A37A524,310104340004,2022-04-09T00:00:00+08:00,2025-07-14T08:03:46+08:00,2025-07-14T08:03:46+08:00,47.1254,49.8994,45.8217,44.2222,36.4,70.6,1.3005,37.1353,23.2096,3.0504,0.0,1012.726
C74B6329-01A7-424A-A4E6-34BE2918F731,310104320001,2022-04-11T00:00:00+08:00,2025-07-14T08:04:01+08:00,2025-07-14T08:04:01+08:00,49.3727,52.835,46.887,42.0731,37.7,80.6,0.6036,70.1261,19.4049,6.0491,0.0,1009.1872
ECEB1905-675C-4B02-A9E8-4407D72D5964,310104340004,2022-04-11T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,44.136,47.361,42.7465,40.7619,35.3,70.4,1.074,38.6957,27.9054,2.652,0.0,1008.9191
F92EACF6-16D7-40F0-B550-48F693B623BC,310104320001,2022-04-12T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,47.5823,50.9501,46.0195,42.5841,37.3,71.5,0.5617,69.5278,20.4228,4.5527,0.0,1007.9156
F92B37E2-BD56-4696-AB94-2174D349D025,310104320001,2022-04-13T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,47.6673,51.1911,46.2797,42.7023,36.7,65.2,1.052,76.5292,15.9914,4.4116,0.0,1008.1459
C8714585-09F2-4C6A-8502-6F0652A0FE82,310104340004,2022-04-13T00:00:00+08:00,2025-07-14T08:04:02+08:00,2025-07-14T08:04:02+08:00,45.5989,48.3748,44.1454,42.7988,35.2,66.7,1.862,78.0753,15.2298,2.0946,0.235,1009.6617
C05FB28C-380C-459C-90D0-EF1A851E8410,310104320001,2022-04-14T00:00:00+08:00,2025-07-14T08:03:55+08:00,2025-07-14T08:03:55+08:00,50.7528,54.5417,48.1726,45.3728,40.7,76.0,0.8451,83.2999,14.0667,3.0144,0.0,1014.112
F7DAD49A-9CD1-4E4D-A3AC-9F0DEAC0EDD4,310104330002,2022-04-14T00:00:00+08:00,2025-07-14T08:04:35+08:00,2025-07-14T08:04:35+08:00,55.8271,56.9186,55.4456,54.9518,50.6,77.4,1.3628,80.1835,14.4533,2.127,0.0,1013.5923
DAE89C1D-C379-4DA0-8B48-21D0BD082500,310104340004,2022-04-14T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,44.8681,46.8913,43.9803,42.7854,37.7,69.1,1.379,80.5618,14.4096,1.1592,0.0,1014.7977
F8C0C5D7-1E4E-4B42-8191-9F0EC2AD13AD,310104340004,2022-04-15T00:00:00+08:00,2025-07-14T08:04:35+08:00,2025-07-14T08:04:35+08:00,41.3829,43.0565,40.6566,39.6318,33.9,64.9,1.4609,68.0324,13.196,1.5972,0.0,1018.8091
F49EA52E-09FD-4CDA-A481-AFE3D680D6FA,310104320001,2022-04-16T00:00:00+08:00,2025-07-14T08:04:33+08:00,2025-07-14T08:04:33+08:00,47.1099,50.0869,45.8406,43.7065,37.3,71.4,0.6781,49.8306,12.6572,4.0735,0.0,1020.1796
CC405076-9CE8-4F59-B11A-A28EE6C9E4FF,310104330002,2022-04-17T00:00:00+08:00,2025-07-14T08:04:06+08:00,2025-07-14T08:04:06+08:00,52.9635,53.8541,52.7262,52.2453,51.0,70.8,0.6102,55.1748,12.6231,1.1198,0.0,1018.7098
ED3B66D2-BC69-44B0-ACFA-3D1138F2B432,310104340004,2022-04-17T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,41.9505,44.1901,41.0065,40.1339,33.0,70.4,0.6818,47.6937,12.9658,2.5633,0.0,1019.7348
B2EB655E-4E24-4449-A10E-A476BAD63321,310104330002,2022-04-19T00:00:00+08:00,2025-07-14T08:03:47+08:00,2025-07-14T08:03:47+08:00,55.4274,56.7909,54.8543,54.3149,50.9,77.4,0.9211,46.2697,18.9605,1.8005,0.0,1017.2237
DC812C65-412A-4CF0-BB93-3F447BED06F1,310104340004,2022-04-19T00:00:00+08:00,2025-07-14T08:04:19+08:00,2025-07-14T08:04:19+08:00,43.562,45.8629,42.5715,41.2674,37.1,66.7,0.9728,43.7437,19.5525,1.591,0.0,1018.0575
E33FF74F-D60A-49EC-983C-32F174314C25,310104320001,2022-04-20T00:00:00+08:00,2025-07-14T08:04:22+08:00,2025-07-14T08:04:22+08:00,47.1179,50.1944,45.5068,43.7413,39.1,75.0,0.9707,42.2013,21.0154,2.0681,0.0,1013.5524
CA12E9C5-2701-47A4-A145-9E8AF2AB6592,310104330002,2022-04-20T00:00:00+08:00,2025-07-14T08:04:04+08:00,2025-07-14T08:04:04+08:00,53.6846,54.4636,53.4908,53.0483,50.7,67.5,0.7791,58.0425,14.6804,1.4983,0.0,1015.2055
F4618C46-0D31-45A5-A04B-024460AE312F,310104340004,2022-04-22T00:00:00+08:00,2025-07-14T08:04:33+08:00,2025-07-14T08:04:33+08:00,43.7095,46.1641,42.5565,41.0836,36.8,70.3,0.9924,48.4805,25.1994,1.8045,0.0,1009.9207
E71DA9DB-A580-4CFF-8E28-83D8230FF134,310104320001,2022-04-23T00:00:00+08:00,2025-07-14T08:04:25+08:00,2025-07-14T08:04:25+08:00,39.3886,40.4511,39.1086,38.5074,37.4,50.5,0.6454,78.4266,17.743,0.123,0.0,1009.8248
F330D2B9-B941-4153-9396-BB8B3854940A,310104320001,2022-04-24T00:00:00+08:00,2025-07-14T08:04:32+08:00,2025-07-14T08:04:32+08:00,48.8552,52.5911,46.4998,43.6943,38.5,75.1,0.8819,68.1891,20.2925,2.7034,0.0,1009.464
DFABE50A-580B-4A39-A77D-0DA60851FD43,310104340004,2022-04-24T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,39.7157,40.9779,39.1985,38.1097,33.8,63.7,0.6546,78.3715,17.5204,2.2365,0.0,1009.9646
DC1F305F-8C49-438B-BFB5-5CF1A4D93CE4,310104330002,2022-04-25T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,55.5175,56.4687,55.1097,54.6663,48.4,77.8,1.7234,73.9259,22.5711,1.8607,0.0,1002.7371
F93446E1-1EAB-4565-B46F-1C86D37127C8,310104320001,2022-04-26T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,50.3193,53.2622,48.6802,43.435,37.2,84.3,0.4943,81.1997,20.5729,6.3837,0.0,1003.4411
BD7B9DC7-C9CF-4406-9780-AD1F4B01F91F,310104340004,2022-04-26T00:00:00+08:00,2025-07-14T08:03:53+08:00,2025-07-14T08:03:53+08:00,40.7896,43.4763,39.6793,38.3336,34.7,64.3,1.4965,76.8308,21.268,1.9539,0.0,1004.4854
FA9906B9-EC43-428B-BAF7-4FB202588AC9,310104320001,2022-04-27T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,49.5994,53.0124,48.5103,43.917,36.6,69.6,0.8027,70.4776,16.4598,5.9565,0.0,1013.004
CF8A30B5-28F5-483E-8FEE-D0AEBDAD6801,310104330002,2022-04-27T00:00:00+08:00,2025-07-14T08:04:10+08:00,2025-07-14T08:04:10+08:00,55.6355,57.4516,54.9434,54.3128,50.1,75.4,1.2836,42.1019,19.688,2.1225,0.0,1014.5218
E8E4F961-0507-42A9-AFD1-2B0F12DC21C6,310104320001,2022-04-28T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,49.5008,53.0799,47.8901,43.5937,36.3,73.5,0.8965,61.2114,15.9144,5.6431,0.0,1013.8588
C8FD6387-8263-4C99-868D-F21662281A27,310104330002,2022-04-28T00:00:00+08:00,2025-07-14T08:04:04+08:00,2025-07-14T08:04:04+08:00,59.7339,64.3399,55.9715,53.5864,50.3,78.5,0.6798,57.337,16.0672,5.7496,0.0,1013.5997
E649FC93-9666-4AA0-8309-15CC0E6A1DD7,310104340004,2022-04-28T00:00:00+08:00,2025-07-14T08:04:25+08:00,2025-07-14T08:04:25+08:00,44.3186,46.9266,43.0689,41.4548,38.0,66.0,1.2066,66.3717,18.7267,1.3258,0.0,1012.7636
C2A6F929-9FDA-4546-AFCE-CEA42AB13209,310104320001,2022-04-29T00:00:00+08:00,2025-07-14T08:03:58+08:00,2025-07-14T08:03:58+08:00,47.966,51.2799,46.7475,43.5289,37.3,67.7,0.8292,75.6994,12.7062,3.8068,0.0,1015.6091
DAC558CB-802E-4458-BAE5-8C32FD2EFAAC,310104330002,2022-05-01T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,57.9831,62.0653,54.898,52.599,51.1,80.2,0.4446,61.2716,13.6397,4.774,0.0,1017.8088
D619E28B-2C79-4840-97F7-BB00FF2309E9,310104320001,2022-05-02T00:00:00+08:00,2025-07-14T08:04:15+08:00,2025-07-14T08:04:15+08:00,46.3662,49.2187,45.217,43.1593,37.7,65.8,0.1939,63.4707,13.8254,3.2774,0.0,1016.7801
D1DEE858-DFDA-414D-97EA-BECEA61CE812,310104330002,2022-05-02T00:00:00+08:00,2025-07-14T08:04:11+08:00,2025-07-14T08:04:11+08:00,54.4391,55.5542,54.0543,53.6037,50.5,77.1,0.8053,35.552,21.9813,1.9587,0.0,1016.0452
E390962F-DA86-44B7-BBCD-C4368E290B92,310104340004,2022-05-02T00:00:00+08:00,2025-07-14T08:04:22+08:00,2025-07-14T08:04:22+08:00,42.958,45.1024,42.242,40.8423,35.1,63.3,1.077,35.8959,21.9756,1.3108,0.0,1016.9172
